Brand,Processor,RAM (GB),Storage,GPU,Screen Size (inch),Resolution,Battery Life (hours),Weight (kg),Operating System,Price ($)
Asus,AMD Ryzen 3,4,1TB HDD,AMD Radeon RX 6600,13.3,2560x1440,7.1,2.15,Linux,797.37
Lenovo,Intel i5,4,1TB HDD,AMD Radeon RX 6800,13.3,3840x2160,4.1,3.44,FreeDOS,1185.35
Apple,AMD Ryzen 5,32,1TB SSD,Integrated,17.3,1920x1080,6.7,2.7,FreeDOS,1710.12
Asus,Intel i9,32,1TB HDD,Nvidia RTX 3060,13.3,3840x2160,11.8,2.05,FreeDOS,3643.58
Samsung,Intel i7,64,512GB SSD,Nvidia RTX 3080,15.6,1920x1080,5.2,1.81,macOS,3124.9
Samsung,Intel i7,64,512GB SSD,AMD Radeon RX 6800,13.3,1366x768,5.1,2.4,Windows,2332.01
Lenovo,Intel i3,8,256GB SSD,Nvidia RTX 2060,17.3,2560x1440,6.6,2.54,macOS,1232.73
Dell,Intel i3,64,256GB SSD,Nvidia RTX 3080,16.0,2560x1440,9.9,3.09,macOS,2705.63
HP,Intel i3,4,256GB SSD,Nvidia RTX 3060,16.0,1366x768,7.4,1.94,FreeDOS,613.36
Asus,Intel i5,32,512GB SSD,Integrated,13.3,3840x2160,9.8,1.89,Linux,1648.12
Apple,AMD Ryzen 5,64,512GB SSD,Nvidia GTX 1650,13.3,2560x1440,10.4,3.34,macOS,4396.9
Apple,AMD Ryzen 7,8,1TB HDD,Nvidia RTX 3080,17.3,2560x1440,5.9,2.28,Linux,2188.14
Apple,Intel i9,8,512GB SSD,AMD Radeon RX 6800,14.0,2560x1440,6.5,1.85,Linux,2952.29
Lenovo,AMD Ryzen 9,8,2TB SSD,Nvidia RTX 3080,14.0,1366x768,4.5,3.26,Linux,1315.1
Acer,AMD Ryzen 9,16,2TB SSD,Nvidia GTX 1650,17.3,2560x1440,11.8,1.96,Windows,2722.37
Acer,Intel i5,32,1TB SSD,AMD Radeon RX 6800,14.0,2560x1440,6.0,1.81,FreeDOS,1933.15
Acer,AMD Ryzen 5,16,256GB SSD,Nvidia RTX 3060,13.3,3840x2160,9.8,2.8,macOS,2135.51
Acer,AMD Ryzen 5,16,1TB HDD,Nvidia RTX 3060,17.3,1366x768,9.4,1.22,Linux,1069.57
Asus,AMD Ryzen 7,4,1TB SSD,Nvidia RTX 3080,16.0,1920x1080,9.3,2.93,Windows,1374.07
HP,Intel i7,64,1TB SSD,AMD Radeon RX 6800,16.0,2560x1440,11.4,1.21,macOS,3928.18
Samsung,AMD Ryzen 9,4,256GB SSD,Nvidia RTX 2060,14.0,1366x768,9.7,3.2,FreeDOS,1337.41
MSI,AMD Ryzen 7,32,1TB SSD,AMD Radeon RX 6800,14.0,3840x2160,8.8,3.07,Windows,4375.75
Samsung,Intel i9,8,1TB HDD,Integrated,16.0,1366x768,5.7,3.2,macOS,979.29
Asus,Intel i9,32,1TB HDD,Nvidia RTX 2060,14.0,1920x1080,10.8,1.87,Linux,2248.76
Dell,AMD Ryzen 3,32,2TB SSD,Nvidia RTX 2060,17.3,2560x1440,10.0,2.5,macOS,1815.04
HP,Intel i3,16,256GB SSD,Nvidia RTX 2060,16.0,2560x1440,5.7,2.59,Windows,1342.17
HP,AMD Ryzen 9,8,2TB SSD,Nvidia GTX 1650,13.3,1366x768,7.8,2.0,FreeDOS,1343.62
MSI,AMD Ryzen 3,32,2TB SSD,Nvidia RTX 3080,14.0,3840x2160,8.9,3.41,Linux,2862.02
Asus,Intel i9,16,512GB SSD,Nvidia RTX 3080,15.6,1366x768,4.7,2.29,Linux,1846.68
Razer,AMD Ryzen 3,64,1TB SSD,AMD Radeon RX 6800,16.0,1366x768,8.2,2.26,macOS,2498.4
MSI,Intel i7,32,2TB SSD,AMD Radeon RX 6800,15.6,1366x768,9.6,1.28,Linux,2284.72
Apple,AMD Ryzen 3,64,512GB SSD,Nvidia RTX 2060,17.3,3840x2160,9.8,2.36,Windows,5275.53
Apple,AMD Ryzen 9,4,256GB SSD,Integrated,17.3,2560x1440,10.1,3.14,FreeDOS,2000.66
Apple,Intel i3,8,512GB SSD,Nvidia RTX 3060,13.3,1366x768,10.3,3.12,Windows,1060.36
Microsoft,AMD Ryzen 5,32,1TB SSD,Integrated,17.3,2560x1440,8.8,1.63,Linux,1481.24
Acer,AMD Ryzen 9,4,256GB SSD,Nvidia RTX 2060,16.0,1366x768,9.0,2.14,FreeDOS,1269.45
Apple,Intel i3,32,2TB SSD,Integrated,17.3,3840x2160,6.0,1.37,Linux,2505.29
Apple,Intel i3,4,256GB SSD,Nvidia GTX 1650,15.6,2560x1440,7.2,3.09,Windows,1557.44
Lenovo,AMD Ryzen 9,8,1TB HDD,AMD Radeon RX 6800,15.6,3840x2160,6.6,1.43,macOS,2656.8
Lenovo,Intel i3,8,256GB SSD,Nvidia GTX 1650,13.3,3840x2160,6.5,3.0,macOS,1383.56
Microsoft,Intel i9,32,2TB SSD,Nvidia RTX 2060,14.0,1920x1080,5.6,3.44,Windows,2701.54
Lenovo,AMD Ryzen 7,4,2TB SSD,Nvidia RTX 3080,13.3,3840x2160,7.0,2.18,Windows,1949.79
Asus,AMD Ryzen 7,8,256GB SSD,AMD Radeon RX 6600,17.3,2560x1440,9.2,1.68,FreeDOS,1788.57
Dell,Intel i7,4,1TB SSD,AMD Radeon RX 6600,14.0,3840x2160,11.2,3.11,Linux,1761.54
Dell,Intel i7,8,256GB SSD,Nvidia GTX 1650,17.3,1366x768,10.3,1.25,Linux,1240.09
Razer,AMD Ryzen 5,64,1TB SSD,Nvidia RTX 3080,15.6,2560x1440,7.7,1.73,Windows,4557.07
Lenovo,Intel i5,16,1TB HDD,Integrated,14.0,3840x2160,7.8,2.51,Windows,1225.86
MSI,Intel i3,8,512GB SSD,AMD Radeon RX 6600,15.6,1920x1080,10.0,1.81,Windows,1223.81
Asus,Intel i3,16,512GB SSD,Nvidia RTX 2060,17.3,3840x2160,5.9,2.55,macOS,1972.16
Razer,AMD Ryzen 5,64,1TB SSD,Nvidia RTX 2060,14.0,3840x2160,4.2,2.01,Linux,5456.37
Microsoft,AMD Ryzen 5,64,1TB HDD,Nvidia GTX 1650,14.0,1920x1080,5.1,3.36,FreeDOS,2096.5
Razer,Intel i5,16,1TB SSD,AMD Radeon RX 6600,16.0,1366x768,11.5,2.69,Linux,1418.68
Samsung,Intel i9,8,1TB HDD,Nvidia GTX 1650,17.3,1366x768,9.5,3.12,FreeDOS,1364.4
Lenovo,AMD Ryzen 9,64,256GB SSD,Integrated,14.0,1366x768,10.7,1.62,macOS,2298.41
MSI,Intel i9,32,1TB HDD,Nvidia RTX 3060,14.0,3840x2160,6.6,3.29,FreeDOS,4841.45
Asus,Intel i5,16,256GB SSD,AMD Radeon RX 6600,17.3,1920x1080,5.9,1.42,Windows,1220.84
Dell,Intel i7,8,512GB SSD,Nvidia RTX 2060,14.0,3840x2160,7.3,1.7,macOS,2101.1
Dell,AMD Ryzen 9,16,512GB SSD,Nvidia GTX 1650,16.0,1366x768,5.0,2.85,FreeDOS,1947.02
Samsung,AMD Ryzen 9,8,512GB SSD,AMD Radeon RX 6600,14.0,1920x1080,9.8,1.72,Windows,1812.06
Apple,AMD Ryzen 7,64,512GB SSD,AMD Radeon RX 6800,17.3,1920x1080,7.8,2.58,macOS,4951.08
HP,Intel i5,8,1TB SSD,Nvidia RTX 3080,17.3,3840x2160,9.6,2.95,macOS,1829.92
Lenovo,AMD Ryzen 5,64,512GB SSD,Nvidia RTX 3080,17.3,3840x2160,8.5,1.33,macOS,4455.27
Microsoft,Intel i3,64,1TB SSD,AMD Radeon RX 6600,17.3,2560x1440,11.4,1.83,Windows,2591.02
Microsoft,AMD Ryzen 9,64,1TB SSD,Integrated,17.3,2560x1440,4.2,2.79,Linux,3724.45
Samsung,AMD Ryzen 5,32,1TB SSD,Nvidia RTX 3080,17.3,1920x1080,9.1,3.47,Windows,1757.01
Lenovo,Intel i3,8,256GB SSD,Nvidia RTX 2060,14.0,2560x1440,10.5,3.13,Linux,1047.27
Samsung,Intel i3,16,512GB SSD,Nvidia RTX 3080,16.0,2560x1440,5.5,1.96,Windows,1293.16
MSI,AMD Ryzen 3,16,512GB SSD,Nvidia RTX 3060,14.0,1366x768,6.3,2.37,FreeDOS,1098.39
Microsoft,Intel i3,64,512GB SSD,AMD Radeon RX 6600,17.3,3840x2160,8.5,1.3,macOS,3733.36
MSI,AMD Ryzen 9,64,256GB SSD,AMD Radeon RX 6600,14.0,1920x1080,11.2,1.85,Linux,5136.21
Microsoft,AMD Ryzen 7,32,1TB SSD,Nvidia RTX 2060,13.3,1366x768,8.8,2.09,macOS,1654.69
Microsoft,Intel i5,32,2TB SSD,AMD Radeon RX 6600,15.6,1920x1080,7.7,2.71,FreeDOS,1868.33
Dell,Intel i7,32,1TB SSD,Nvidia RTX 3080,13.3,1366x768,4.0,2.05,macOS,1534.45
Dell,Intel i7,32,512GB SSD,Nvidia RTX 2060,13.3,1920x1080,6.5,3.3,FreeDOS,1982.77
Microsoft,AMD Ryzen 5,32,1TB HDD,AMD Radeon RX 6600,14.0,3840x2160,5.3,1.32,macOS,2309.94
MSI,Intel i7,8,2TB SSD,AMD Radeon RX 6600,16.0,1920x1080,4.7,3.26,macOS,1721.7
Razer,AMD Ryzen 9,4,1TB SSD,Nvidia GTX 1650,16.0,1366x768,10.9,2.01,FreeDOS,1866.21
Microsoft,Intel i9,16,256GB SSD,Nvidia RTX 3080,15.6,2560x1440,5.9,3.47,Windows,2824.02
Microsoft,Intel i5,64,1TB HDD,AMD Radeon RX 6800,15.6,2560x1440,11.6,1.57,macOS,2846.63
HP,Intel i5,64,1TB HDD,AMD Radeon RX 6600,15.6,3840x2160,10.9,1.31,macOS,3609.66
Razer,Intel i7,8,256GB SSD,Integrated,15.6,3840x2160,11.9,3.09,Windows,1997.95
Asus,AMD Ryzen 3,64,256GB SSD,Integrated,13.3,1366x768,8.0,2.71,Linux,1016.66
Microsoft,AMD Ryzen 5,4,1TB SSD,Nvidia RTX 3080,13.3,2560x1440,5.5,2.12,Windows,1079.79
Apple,Intel i3,16,1TB HDD,Nvidia RTX 3060,17.3,3840x2160,4.7,2.12,macOS,2407.3
MSI,Intel i9,4,1TB SSD,Nvidia RTX 2060,16.0,2560x1440,7.9,2.16,FreeDOS,2545.24
Asus,Intel i7,32,1TB SSD,AMD Radeon RX 6800,13.3,1920x1080,8.4,1.4,Linux,2040.2
Apple,Intel i7,32,2TB SSD,Nvidia RTX 2060,13.3,2560x1440,10.5,1.83,FreeDOS,3572.35
Acer,AMD Ryzen 9,8,2TB SSD,Nvidia RTX 3080,14.0,2560x1440,4.1,1.75,macOS,1938.47
Asus,AMD Ryzen 7,4,1TB SSD,Nvidia RTX 3080,17.3,2560x1440,10.2,2.73,Windows,1440.4
Dell,Intel i7,16,512GB SSD,Nvidia RTX 3060,15.6,2560x1440,6.0,1.7,FreeDOS,1911.58
Samsung,AMD Ryzen 9,4,256GB SSD,AMD Radeon RX 6800,17.3,2560x1440,10.6,1.76,Linux,1980.0
Razer,AMD Ryzen 9,16,2TB SSD,Nvidia RTX 3080,17.3,3840x2160,4.6,1.54,macOS,5172.93
MSI,Intel i7,8,1TB HDD,Integrated,15.6,1366x768,5.3,3.12,Linux,797.29
Dell,AMD Ryzen 7,4,256GB SSD,AMD Radeon RX 6800,17.3,1366x768,7.4,1.82,Windows,1157.21
HP,Intel i7,16,1TB SSD,Nvidia GTX 1650,16.0,3840x2160,5.6,2.0,Linux,2696.5
Razer,AMD Ryzen 9,64,2TB SSD,AMD Radeon RX 6600,15.6,1920x1080,11.5,2.67,macOS,6066.19
Lenovo,AMD Ryzen 9,8,1TB SSD,Nvidia RTX 3080,13.3,2560x1440,7.2,1.71,Linux,1950.88
Acer,Intel i3,16,2TB SSD,Nvidia RTX 2060,17.3,2560x1440,5.8,2.88,FreeDOS,1457.25
Samsung,Intel i5,4,1TB HDD,Nvidia RTX 3060,14.0,3840x2160,6.8,1.53,FreeDOS,1129.25
Acer,Intel i7,8,1TB SSD,Integrated,17.3,1920x1080,10.7,1.43,FreeDOS,1036.04
Dell,Intel i7,64,1TB SSD,Integrated,14.0,2560x1440,8.4,1.66,Linux,2442.41
Dell,Intel i9,8,1TB SSD,Nvidia GTX 1650,14.0,1366x768,8.8,1.33,Linux,1343.87
Asus,Intel i3,4,256GB SSD,AMD Radeon RX 6800,15.6,1366x768,9.8,2.22,Linux,572.11
Razer,AMD Ryzen 7,4,1TB SSD,Integrated,13.3,2560x1440,8.6,3.14,Windows,1213.59
Samsung,AMD Ryzen 3,4,512GB SSD,AMD Radeon RX 6600,14.0,1366x768,5.2,3.49,Linux,686.97
Asus,Intel i3,64,512GB SSD,Integrated,17.3,3840x2160,10.3,1.44,Linux,2292.16
Razer,AMD Ryzen 5,64,512GB SSD,Nvidia RTX 3080,14.0,1920x1080,6.1,2.2,FreeDOS,3272.01
Acer,Intel i7,8,2TB SSD,Nvidia RTX 3080,17.3,2560x1440,11.4,1.27,Linux,1594.21
Apple,Intel i7,32,2TB SSD,Nvidia GTX 1650,14.0,3840x2160,5.3,2.96,macOS,4766.36
MSI,Intel i9,32,256GB SSD,Integrated,14.0,2560x1440,7.9,3.4,FreeDOS,3005.64
Apple,Intel i9,16,1TB HDD,AMD Radeon RX 6600,15.6,1366x768,11.2,2.57,macOS,2153.09
Lenovo,AMD Ryzen 9,4,2TB SSD,Integrated,14.0,2560x1440,9.1,3.38,Linux,1270.56
Lenovo,Intel i7,16,1TB HDD,Nvidia RTX 3060,13.3,2560x1440,11.3,2.75,FreeDOS,1575.72
Dell,Intel i3,16,2TB SSD,Nvidia RTX 3060,15.6,3840x2160,5.2,2.58,macOS,1913.87
Microsoft,Intel i7,4,256GB SSD,AMD Radeon RX 6800,15.6,1920x1080,10.8,2.72,macOS,1254.43
HP,Intel i3,8,1TB HDD,Integrated,16.0,2560x1440,6.9,2.1,Linux,612.99
MSI,AMD Ryzen 9,4,2TB SSD,AMD Radeon RX 6600,17.3,3840x2160,11.6,2.34,Linux,3639.57
Samsung,AMD Ryzen 9,4,1TB HDD,Nvidia RTX 2060,13.3,1920x1080,5.3,1.34,Windows,1198.42
Acer,AMD Ryzen 9,8,256GB SSD,AMD Radeon RX 6800,17.3,1920x1080,7.5,2.31,Windows,1871.95
HP,Intel i9,8,2TB SSD,Nvidia GTX 1650,16.0,1366x768,8.1,2.65,Linux,1539.94
Lenovo,Intel i5,4,256GB SSD,Nvidia RTX 2060,15.6,2560x1440,9.5,2.49,Windows,1211.0
Apple,Intel i7,16,1TB HDD,Nvidia RTX 2060,14.0,3840x2160,9.0,2.17,Windows,3100.47
HP,Intel i3,32,2TB SSD,AMD Radeon RX 6600,16.0,2560x1440,5.7,2.35,Linux,1715.74
Samsung,Intel i7,64,1TB HDD,Nvidia GTX 1650,17.3,1366x768,8.0,1.81,FreeDOS,2267.98
Lenovo,Intel i3,16,1TB HDD,AMD Radeon RX 6800,13.3,1920x1080,4.8,2.2,Windows,871.71
Asus,AMD Ryzen 9,8,1TB SSD,Nvidia RTX 3060,14.0,2560x1440,10.7,3.06,Linux,1972.18
Microsoft,Intel i3,32,1TB HDD,Nvidia RTX 3060,13.3,3840x2160,4.2,2.86,FreeDOS,1990.27
Dell,AMD Ryzen 3,4,1TB HDD,Integrated,13.3,2560x1440,6.6,1.23,FreeDOS,635.48
Microsoft,AMD Ryzen 9,32,256GB SSD,AMD Radeon RX 6600,17.3,1366x768,4.7,3.48,FreeDOS,2316.6
Lenovo,Intel i7,64,256GB SSD,Nvidia GTX 1650,15.6,2560x1440,11.0,1.85,Windows,4204.2
Asus,AMD Ryzen 7,16,2TB SSD,AMD Radeon RX 6800,14.0,3840x2160,6.9,1.26,Windows,2606.93
Lenovo,AMD Ryzen 3,8,1TB SSD,Integrated,16.0,1920x1080,7.0,2.58,Linux,583.11
Acer,Intel i9,32,2TB SSD,AMD Radeon RX 6800,16.0,1366x768,9.6,3.1,Windows,2410.43
HP,Intel i3,64,1TB SSD,AMD Radeon RX 6800,15.6,1366x768,6.8,3.27,FreeDOS,1851.1
Asus,Intel i5,16,1TB HDD,Integrated,14.0,1366x768,10.7,2.4,macOS,625.93
Lenovo,AMD Ryzen 7,16,512GB SSD,Nvidia RTX 3060,16.0,1366x768,7.3,1.47,FreeDOS,1461.38
Apple,Intel i9,64,2TB SSD,Nvidia RTX 3080,14.0,2560x1440,5.4,3.13,macOS,7327.24
Asus,AMD Ryzen 3,16,256GB SSD,AMD Radeon RX 6600,13.3,1366x768,4.8,1.89,FreeDOS,787.2
Razer,AMD Ryzen 3,4,2TB SSD,Nvidia GTX 1650,14.0,1920x1080,8.8,2.5,FreeDOS,959.84
Razer,Intel i7,4,1TB HDD,Nvidia RTX 3060,17.3,3840x2160,8.1,1.96,Windows,2444.24
Apple,AMD Ryzen 3,8,1TB HDD,AMD Radeon RX 6800,16.0,1920x1080,12.0,1.24,Windows,1067.68
HP,AMD Ryzen 9,8,1TB HDD,AMD Radeon RX 6600,14.0,2560x1440,11.7,2.43,Linux,1768.56
Apple,Intel i5,64,1TB SSD,AMD Radeon RX 6800,16.0,3840x2160,11.8,1.36,macOS,6514.24
HP,Intel i5,4,1TB HDD,Nvidia GTX 1650,15.6,2560x1440,10.1,2.61,Windows,1196.35
Samsung,Intel i7,16,512GB SSD,Nvidia RTX 2060,13.3,3840x2160,10.8,3.4,macOS,2404.3
Razer,Intel i7,4,512GB SSD,AMD Radeon RX 6800,17.3,1920x1080,11.6,2.92,Windows,1602.07
Lenovo,AMD Ryzen 3,4,2TB SSD,AMD Radeon RX 6800,17.3,1920x1080,10.0,3.05,Linux,741.96
HP,AMD Ryzen 3,64,1TB SSD,AMD Radeon RX 6600,17.3,3840x2160,5.3,2.9,macOS,3701.36
Asus,AMD Ryzen 5,32,256GB SSD,Integrated,14.0,1920x1080,10.1,2.01,Windows,1074.51
Dell,AMD Ryzen 9,16,2TB SSD,Integrated,13.3,1366x768,6.1,1.27,Linux,1251.37
Acer,Intel i3,16,2TB SSD,Nvidia RTX 3060,13.3,1920x1080,10.7,2.78,FreeDOS,987.85
Acer,Intel i7,4,256GB SSD,Integrated,17.3,3840x2160,4.5,1.72,FreeDOS,1442.13
HP,Intel i7,4,1TB HDD,AMD Radeon RX 6600,15.6,1920x1080,8.8,2.3,FreeDOS,1183.69
Acer,AMD Ryzen 3,4,512GB SSD,AMD Radeon RX 6800,13.3,3840x2160,8.8,1.6,macOS,1347.33
Asus,Intel i3,64,2TB SSD,AMD Radeon RX 6800,16.0,1366x768,7.3,2.87,Windows,1973.5
Samsung,Intel i3,8,256GB SSD,Nvidia RTX 2060,15.6,1920x1080,9.9,2.55,macOS,875.53
Microsoft,AMD Ryzen 5,16,2TB SSD,Nvidia RTX 3060,17.3,3840x2160,7.8,2.66,Linux,2147.37
Acer,Intel i9,4,1TB HDD,AMD Radeon RX 6600,13.3,3840x2160,11.0,2.15,FreeDOS,1950.73
Microsoft,AMD Ryzen 5,64,2TB SSD,AMD Radeon RX 6600,13.3,3840x2160,7.5,2.37,macOS,3952.77
Apple,Intel i5,16,512GB SSD,Nvidia GTX 1650,16.0,1920x1080,9.1,1.29,Linux,2037.38
Lenovo,Intel i5,32,1TB HDD,Integrated,15.6,1920x1080,5.8,1.2,Linux,972.6
MSI,AMD Ryzen 9,16,1TB HDD,AMD Radeon RX 6600,13.3,3840x2160,9.6,3.38,macOS,3504.1
Lenovo,AMD Ryzen 5,64,512GB SSD,AMD Radeon RX 6600,17.3,3840x2160,10.4,2.04,Windows,4316.99
Apple,Intel i9,4,256GB SSD,Nvidia RTX 3080,14.0,1366x768,5.7,2.04,FreeDOS,1811.59
Apple,AMD Ryzen 7,4,512GB SSD,Integrated,14.0,3840x2160,11.0,3.33,Windows,1987.57
HP,AMD Ryzen 5,32,1TB HDD,Nvidia RTX 3080,15.6,3840x2160,9.0,3.39,Windows,2567.6
MSI,Intel i3,8,512GB SSD,Integrated,13.3,2560x1440,6.5,2.25,FreeDOS,903.81
Microsoft,AMD Ryzen 9,64,1TB SSD,Nvidia RTX 3080,15.6,2560x1440,6.1,2.23,FreeDOS,5442.63
Razer,AMD Ryzen 3,16,256GB SSD,Nvidia RTX 3080,15.6,2560x1440,9.0,1.71,Windows,1958.11
Asus,AMD Ryzen 7,64,256GB SSD,AMD Radeon RX 6600,15.6,1920x1080,6.6,1.67,Windows,3164.61
Samsung,Intel i9,32,2TB SSD,Nvidia RTX 2060,14.0,3840x2160,10.1,2.98,Windows,4381.63
Apple,Intel i9,64,512GB SSD,Nvidia RTX 2060,14.0,1366x768,8.0,2.78,macOS,4984.48
Microsoft,AMD Ryzen 3,64,256GB SSD,Nvidia RTX 2060,15.6,2560x1440,5.0,1.28,Linux,2775.32
Apple,Intel i7,4,256GB SSD,AMD Radeon RX 6800,14.0,3840x2160,10.9,2.86,FreeDOS,2711.79
Apple,Intel i9,16,1TB HDD,Integrated,16.0,1366x768,8.3,2.01,Linux,1513.08
Asus,AMD Ryzen 7,16,1TB HDD,Nvidia RTX 3080,14.0,3840x2160,10.8,1.74,FreeDOS,2188.71
Acer,AMD Ryzen 3,4,2TB SSD,Nvidia RTX 2060,15.6,2560x1440,7.6,3.05,FreeDOS,1123.58
Acer,Intel i5,8,2TB SSD,AMD Radeon RX 6600,16.0,3840x2160,5.0,2.03,Windows,1787.71
Lenovo,AMD Ryzen 7,4,2TB SSD,AMD Radeon RX 6800,14.0,3840x2160,11.9,3.2,Linux,1874.97
MSI,Intel i5,4,2TB SSD,Nvidia RTX 2060,14.0,2560x1440,6.6,1.94,Linux,1531.38
Microsoft,AMD Ryzen 3,4,1TB SSD,Nvidia RTX 3080,17.3,3840x2160,11.1,1.64,Windows,1522.71
Apple,AMD Ryzen 3,8,512GB SSD,AMD Radeon RX 6800,14.0,1366x768,11.2,1.29,Windows,1133.77
Lenovo,AMD Ryzen 5,8,1TB SSD,Nvidia RTX 3080,13.3,1920x1080,10.0,1.89,macOS,886.58
Lenovo,Intel i5,16,256GB SSD,Nvidia RTX 3060,16.0,3840x2160,6.9,1.42,FreeDOS,2087.27
Dell,Intel i7,64,1TB SSD,Nvidia RTX 3080,14.0,1920x1080,10.5,1.9,Linux,2895.34
Samsung,AMD Ryzen 5,64,1TB SSD,Nvidia RTX 3060,14.0,1366x768,8.1,1.85,Linux,1882.66
Microsoft,Intel i5,64,256GB SSD,Nvidia RTX 3060,13.3,3840x2160,6.8,1.55,FreeDOS,4063.29
Razer,AMD Ryzen 3,16,2TB SSD,Integrated,16.0,3840x2160,4.7,2.69,Windows,1617.15
MSI,AMD Ryzen 7,8,1TB SSD,Integrated,16.0,2560x1440,5.7,1.53,Windows,1629.99
Apple,Intel i9,32,256GB SSD,Nvidia RTX 3080,15.6,3840x2160,10.3,2.38,macOS,7258.92
Dell,Intel i3,16,1TB SSD,Nvidia RTX 2060,13.3,1366x768,7.1,3.21,macOS,710.76
HP,Intel i7,64,1TB HDD,AMD Radeon RX 6800,17.3,1920x1080,9.7,1.49,Windows,2676.17
Asus,Intel i3,64,512GB SSD,AMD Radeon RX 6600,17.3,2560x1440,11.5,2.43,FreeDOS,2639.41
Samsung,Intel i9,64,2TB SSD,Nvidia GTX 1650,17.3,2560x1440,6.7,1.65,Windows,5420.16
Acer,Intel i9,16,1TB HDD,AMD Radeon RX 6800,13.3,3840x2160,8.1,2.93,macOS,2867.9
Lenovo,Intel i5,4,512GB SSD,Integrated,15.6,1920x1080,10.5,3.38,Windows,814.94
Dell,Intel i3,8,2TB SSD,Integrated,17.3,3840x2160,10.1,2.61,Linux,905.26
Microsoft,AMD Ryzen 9,64,512GB SSD,Nvidia RTX 3060,13.3,2560x1440,12.0,1.96,macOS,4952.83
Samsung,AMD Ryzen 7,16,2TB SSD,AMD Radeon RX 6800,16.0,2560x1440,7.8,2.47,FreeDOS,2010.72
Asus,Intel i7,32,512GB SSD,Nvidia RTX 3060,15.6,2560x1440,4.4,1.82,Linux,2771.05
Asus,Intel i9,4,512GB SSD,Nvidia RTX 3080,15.6,3840x2160,10.9,2.74,Linux,2717.17
MSI,Intel i3,32,256GB SSD,Nvidia RTX 3060,17.3,3840x2160,11.1,3.31,Linux,3288.65
Razer,AMD Ryzen 3,64,256GB SSD,Nvidia GTX 1650,17.3,2560x1440,6.9,2.69,FreeDOS,3910.44
Asus,AMD Ryzen 3,4,512GB SSD,AMD Radeon RX 6600,13.3,1920x1080,8.0,2.62,FreeDOS,927.31
Asus,Intel i7,64,1TB HDD,AMD Radeon RX 6800,16.0,1366x768,8.2,3.12,Windows,2219.64
Acer,Intel i9,32,1TB SSD,Nvidia GTX 1650,17.3,1366x768,9.7,3.49,Windows,2288.75
Apple,AMD Ryzen 7,64,1TB HDD,Nvidia RTX 3060,14.0,1366x768,9.3,1.89,macOS,3177.01
MSI,AMD Ryzen 7,8,256GB SSD,AMD Radeon RX 6800,17.3,1366x768,11.2,1.28,macOS,1356.51
Apple,AMD Ryzen 3,64,512GB SSD,AMD Radeon RX 6800,15.6,2560x1440,9.6,2.43,Windows,4174.35
HP,AMD Ryzen 5,4,2TB SSD,Nvidia GTX 1650,16.0,1366x768,11.3,3.35,Linux,881.38
Acer,Intel i7,64,1TB HDD,Nvidia GTX 1650,17.3,1366x768,9.5,1.42,Windows,2166.86
HP,AMD Ryzen 9,64,256GB SSD,Integrated,15.6,3840x2160,10.6,2.55,Linux,4913.22
Asus,Intel i9,32,256GB SSD,Nvidia RTX 2060,14.0,1920x1080,8.4,2.62,Linux,2704.06
Microsoft,AMD Ryzen 9,32,2TB SSD,Nvidia RTX 2060,17.3,2560x1440,7.4,1.53,FreeDOS,3638.13
Razer,Intel i9,32,1TB SSD,Integrated,16.0,3840x2160,10.4,1.59,Linux,4547.04
Lenovo,AMD Ryzen 3,16,256GB SSD,Integrated,14.0,3840x2160,9.4,3.41,macOS,1273.36
Razer,AMD Ryzen 7,8,256GB SSD,AMD Radeon RX 6800,13.3,3840x2160,9.8,3.35,Linux,2849.77
Samsung,AMD Ryzen 7,32,1TB SSD,AMD Radeon RX 6800,15.6,1920x1080,9.2,1.51,Linux,2255.0
Apple,Intel i5,16,2TB SSD,Nvidia GTX 1650,15.6,1366x768,10.0,2.08,Windows,1536.0
MSI,AMD Ryzen 3,32,2TB SSD,Nvidia RTX 3060,17.3,2560x1440,9.1,2.55,macOS,2302.79
Apple,AMD Ryzen 5,8,2TB SSD,AMD Radeon RX 6600,14.0,1920x1080,10.5,2.29,Windows,1559.2
MSI,Intel i3,32,1TB HDD,Nvidia RTX 3080,15.6,2560x1440,7.2,2.9,Linux,2088.72
Apple,Intel i9,16,256GB SSD,Nvidia GTX 1650,15.6,1366x768,10.3,2.62,FreeDOS,2733.15
Microsoft,AMD Ryzen 7,8,1TB HDD,Nvidia GTX 1650,15.6,3840x2160,8.7,3.27,Linux,2054.21
Dell,Intel i5,4,512GB SSD,AMD Radeon RX 6600,14.0,1366x768,9.8,1.42,macOS,679.91
Samsung,Intel i9,8,1TB SSD,AMD Radeon RX 6600,17.3,3840x2160,8.3,1.27,FreeDOS,2951.99
Apple,Intel i7,16,512GB SSD,Nvidia RTX 3080,14.0,2560x1440,11.0,2.77,macOS,2675.03
Asus,Intel i5,8,2TB SSD,Nvidia GTX 1650,14.0,2560x1440,11.2,2.95,FreeDOS,1151.54
Asus,Intel i7,16,1TB HDD,Nvidia RTX 3080,14.0,3840x2160,4.3,2.07,macOS,1927.87
Microsoft,Intel i5,4,256GB SSD,Nvidia RTX 2060,17.3,1366x768,6.5,2.12,Linux,984.39
Dell,AMD Ryzen 7,64,256GB SSD,Nvidia RTX 2060,13.3,2560x1440,9.5,1.47,Linux,3763.63
